date,close
20140626,0.026132712
20140627,0.027738583
20140628,-0.001188762
20140629,0.010342804
20140630,0.061521104
20140701,0.001578618
20140702,0.015714486
20140703,-0.008788102
20140704,-0.022428545
20140705,0.001220885
20140706,0.006888797
20140707,-0.01843318
20140708,0.001169703
20140709,-0.000496143
20140710,-0.012409729
20140711,0.024709774
20140712,0.002705696
20140713,-0.011377444
20140714,-0.011460495
20140715,0.00366531
20140716,-0.007706044
20140717,0.010197795
20140718,0.009131907
20140719,-0.000429403
20140720,-0.007334808
20140721,-0.002708767
20140722,-0.001060735
20140723,-0.003443005
20140724,-0.028543291
20140725,-0.0010636
20140726,-0.008784042
20140727,-0.003289639
20140728,-0.013740844
20140729,-0.001639092
20140730,-0.029825732
20140731,0.033404432
20140801,0.014806223
20140802,-0.009396221
20140803,-0.0045136
20140804,0.00359657
20140805,-0.005672747
20140806,-0.001349412
20140807,0.007217994
20140808,0.006300202
20140809,-0.00541699
20140810,0.002867469
20140811,-0.024853653
20140812,-0.011676527
20140813,-0.040341268
20140814,-0.074433835
20140815,-0.01770856
20140816,0.045673125
20140817,-0.053703027
20140818,-0.061691745
20140819,0.051553764
20140820,0.055085008
20140821,0.010273839
20140822,-0.006186683
20140823,-0.031067621
20140824,0.020519204
20140825,-0.011391135
20140826,0.018049751
20140827,-0.000821002
20140828,-0.006534285
20140829,0.001398161
20140830,-0.008396917
20140831,-0.052533466
20140901,-0.006028131
20140902,0.005369778
20140903,0.000335128
20140904,0.025272723
20140905,-0.012906915
20140906,0.003082716
20140907,-0.005259576
20140908,-0.015924359
20140909,0.001390645
20140910,0.008626857
20140911,0.000813585
20140912,-0.004168838
20140913,0.002616431
20140914,-0.002317328
20140915,-0.00527318
20140916,-0.019584745
20140917,-0.018731494
20140918,-0.071917434
20140919,-0.069833192
20140920,0.035714286
20140921,-0.024651504
20140922,0.008349631
20140923,0.083650379
20140924,-0.028890062
20140925,-0.027481096
20140926,-0.017348203
20140927,-0.012140543
20140928,-0.055917101
20140929,-0.004533644
20140930,0.030548379
20141001,-0.008580142
20141002,-0.022287681
20141003,-0.041485589
20141004,-0.085227115
20141005,-0.025420379
20141006,0.029858663
20141007,0.018510664
20141008,0.049823017
20141009,0.034255114
20141010,-0.009506068
20141011,0.002046687
20141012,0.044852332
20141013,0.031330075
20141014,0.026792347
20141015,-0.015216903
20141016,-0.030929402
20141017,0.003136763
20141018,0.020012508
20141019,-0.004828326
20141020,-0.017199333
20141021,0.00948152
20141022,-0.008590354
20141023,-0.064568327
20141024,-0.000195302
20141025,-0.030919492
20141026,0.021395456
20141027,-0.004820975
20141028,0.013116519
20141029,-0.0616017
20141030,0.028963914
20141031,-0.02024268
20141101,-0.037154174
20141102,0.000429777
20141103,0.005093743
20141104,0.008975729
20141105,0.027232291
20141106,0.02886683
20141107,-0.01966847
20141108,0.008965598
20141109,0.051434195
20141110,0.010075428
20141111,0.00209855
20141112,0.151948652
20141113,-0.006657852
20141114,-0.054475448
20141115,-0.054522146
20141116,0.031239199
20141117,-0.001211715
20141118,-0.031516997
20141119,0.014285714
20141120,-0.059701493
20141121,-0.01953387
20141122,0.005899957
20141123,0.041510824
20141124,0.02538292
20141125,-0.004112497
20141126,-0.018595977
20141127,0.00352906
20141128,0.018340682
20141129,-0.002550139
20141130,0.006817758
20141201,0.003174183
20141202,0.005431773
20141203,-0.01652199
20141204,-0.014426282
20141205,0.019615801
20141206,-0.005466366
20141207,0.00082713
20141208,-0.035163956
20141209,-0.026774612
20141210,-0.016608938
20141211,0.011952536
20141212,0.005791561
20141213,-0.014636637
20141214,0.012234441
20141215,-0.017859682
20141216,-0.052960764
20141217,-0.022258913
20141218,-0.026205516
20141219,0.020680796
20141220,0.038132394
20141221,-0.027639714
20141222,0.034440843
20141223,0.008074965
20141224,-0.03598649
20141225,-0.010913713
20141226,0.027930159
20141227,-0.036777263
20141228,0.004369024
20141229,-0.014405497
20141230,-0.006172642
20141231,0.030411276
20150101,-0.018551485
20150102,0.0024821
20150103,-0.107767514
20150104,-0.060089654
20150105,0.03891139
20150106,0.042700477
20150107,0.028477585
20150108,-0.037337773
20150109,0.024916181
20150110,-0.053751593
20150111,-0.033260553
20150112,0.008055409
20150113,-0.15660941
20150114,-0.211458426
20150115,0.178214486
20150116,-0.008292032
20150117,-0.042479577
20150118,0.055605741
20150119,0.021489018
20150120,-0.016522387
20150121,0.073777862
20150122,0.028691053
20150123,-0.002270682
20150124,0.064282034
20150125,0.02368368
20150126,0.077841715
20150127,-0.036530515
20150128,-0.112228632
20150129,-0.001710059
20150130,-0.030319901
20150131,-0.039614892
20150201,0.043732181
20150202,0.049610081
20150203,-0.046005961
20150204,-0.001848022
20150205,-0.042935861
20150206,0.023766754
20150207,0.024654699
20150208,-0.019055982
20150209,-0.014771049
20150210,-0.001226659
20150211,-0.002956696
20150212,0.011724987
20150213,0.061643218
20150214,0.092978805
20150215,-0.087439764
20150216,-0.004173409
20150217,0.041780705
20150218,-0.029883831
20150219,0.016713917
20150220,0.014566339
20150221,0.003076544
20150222,-0.034965035
20150223,0.012331554
20150224,-0.000627904
20150225,-0.005319595
20150226,-0.004379501
20150227,0.073594721
20150228,0.001694047
20150301,0.023361913
20150302,0.059454266
20150303,0.02187398
20150304,-0.03056443
20150305,0.011314951
20150306,-0.012528061
20150307,0.012980346
20150308,-0.006913777
20150309,0.05562238
20150310,0.007423777
20150311,0.015834933
20150312,-0.006849315
20150313,-0.030609818
20150314,-0.012125885
20150315,0.015999716
20150316,0.014665317
20150317,-0.017516088
20150318,-0.102276708
20150319,0.018064768
20150320,0.003142605
20150321,-0.00660936
20150322,0.030536113
20150323,-0.004552918
20150324,-0.079290695
20150325,0.002483814
20150326,0.009463851
20150327,-0.006035489
20150328,0.023357487
20150329,-0.039912975
20150330,0.019859091
20150331,-0.013372117
20150401,0.01248874
20150402,0.02317305
20150403,0.005217391
20150404,-0.002437874
20150405,0.027197477
20150406,-0.019608596
20150407,-0.00904145
20150408,-0.032230034
20150409,-0.005468941
20150410,-0.031229481
20150411,0.002033295
20150412,-0.001690974
20150413,-0.048951937
20150414,-0.02417739
20150415,0.021308633
20150416,0.021176786
20150417,-0.024893906
20150418,0.002153625
20150419,-0.003402579
20150420,0.009119497
20150421,0.047366781
20150422,-0.004632975
20150423,0.0097361
20150424,-0.021948744
20150425,-0.021100878
20150426,-0.030743407
20150427,0.044934603
20150428,-0.015002835
20150429,-0.000177109
20150430,0.045790709
20150501,-0.017234808
20150502,0.012280248
20150503,0.023113268
20150504,-0.005574971
20150505,-0.012132876
20150506,-0.026850754
20150507,0.032857516
20150508,0.027514431
20150509,-0.008324448
20150510,-0.006326758
20150511,0.007740325
20150512,-0.004335976
20150513,-0.019617602
20150514,0.002326762
20150515,0.002827839
20150516,-0.006102694
20150517,0.002752488
20150518,-0.015498311
20150519,-0.005061554
20150520,0.008924337
20150521,0.005640544
20150522,0.021288349
20150523,-0.006157687
20150524,0.008707665
20150525,-0.015936916
20150526,4.21745E-05
20150527,0.000674764
20150528,0.000547876
20150529,-0.001305758
20150530,-0.015858288
20150531,-0.013499614
20150601,-0.031539163
20150602,0.012873996
20150603,0.000310009
20150604,-0.006862354
20150605,0.002808488
20150606,0.00297844
20150607,-0.012144313
20150608,0.025170495
20150609,0.002450873
20150610,-0.001091465
20150611,0.003977273
20150612,0.001175395
20150613,0.010522654
20150614,0.004905336
20150615,0.014044703
20150616,0.059454438
20150617,-0.006456756
20150618,-0.001083119
20150619,-0.017669973
20150620,0.002452884
20150621,-0.005179234
20150622,0.012503075
20150623,-0.010891129
20150624,-0.015513713
20150625,0.009521434
20150626,0.003253707
20150627,0.030378915
20150628,-0.007888761
20150629,0.032328019
20150630,0.023379756
20150701,-0.01691565
20150702,-0.012412033
20150703,0.003641204
20150704,0.017749863
20150705,0.042240025
20150706,-0.01059174
20150707,-0.010482102
20150708,0.017204463
20150709,-0.005760922
20150710,0.05816588
20150711,0.028888343
20150712,0.060555404
20150713,-0.060539775
20150714,-0.015716487
20150715,-0.005670354
20150716,-0.027079033
20150717,0.004962422
20150718,-0.016352381
20150719,-0.004692615
20150720,0.019626476
20150721,-0.011291132
20150722,0.005039336
20150723,-0.004220475
20150724,0.044303568
20150725,0.001456917
20150726,0.013820575
20150727,0.003177423
20150728,0.002758668
20150729,-0.016438542
20150730,-0.006457405
20150731,-0.010670096
20150801,-0.010714913
20150802,0.003586648
20150803,-0.004883054
20150804,0.014187676
20150805,-0.011710259
20150806,-0.011707109
20150807,0.003589633
20150808,-0.066456828
20150809,0.015632184
20150810,-0.002301192
20150811,0.022384391
20150812,-0.01483043
20150813,-0.008634282
20150814,0.00605877
20150815,-0.015545017
20150816,-0.011623017
20150817,-0.002050211
20150818,-0.181797039
20150819,0.073905628
20150820,0.03824775
20150821,-0.011812195
20150822,-0.009373522
20150823,-0.009635835
20150824,-0.077442258
20150825,0.052779097
20150826,0.019042462
20150827,-0.004693796
20150828,0.029496819
20150829,-0.007000864
20150830,-0.004439029
20150831,0.005682812
20150901,-0.008432583
20150902,0.005085043
20150903,-0.009159107
20150904,0.013733603
20150905,0.020495007
20150906,0.020508893
20150907,4.16945E-05
20150908,0.015676464
20150909,-0.022330775
20150910,0.001301591
20150911,0.006834955
20150912,-0.020324018
20150913,-0.020065468
20150914,0.000563967
20150915,-0.001474159
20150916,-0.005254017
20150917,0.00314287
20150918,0.01375049
20150919,-0.006352749
20150920,-0.001209555
20150921,-0.017819298
20150922,0.015544498
20150923,-0.001474287
20150924,0.018455793
20150925,0.002600947
20150926,-0.003402228
20150927,-0.00674234
20150928,0.027410208
20150929,-0.010245045
20150930,-0.002661709
20151001,0.006311955
20151002,-0.001094506
20151003,0.006068524
20151004,-0.001968751
20151005,0.008897843
20151006,0.023629254
20151007,-0.012557913
20151008,-0.002757542
20151009,0.006727198
20151010,0.004140532
20151011,0.008614355
20151012,-0.007043109
20151013,0.017121194
20151014,0.009939481
20151015,0.009246399
20151016,0.033619063
20151017,0.029558337
20151018,-0.033254508
20151019,0.006879682
20151020,0.022851503
20151021,-0.011838492
20151022,0.029105795
20151023,0.009050434
20151024,0.018625678
20151025,0.007207527
20151026,0.00571066
20151027,0.029758149
20151028,0.036863065
20151029,0.030332874
20151030,0.045083795
20151031,-0.042193836
20151101,0.035840469
20151102,0.109885382
20151103,0.116919073
20151104,0.020177483
20151105,-0.061254738
20151106,-0.030749321
20151107,0.032071995
20151108,-0.033921548
20151109,0.018453545
20151110,-0.114237627
20151111,-0.07642064
20151112,0.087019416
20151113,-0.004140174
20151114,-0.011403118
20151115,-0.038268601
20151116,0.033044945
20151117,0.013121693
20151118,-0.001492136
20151119,-0.025224902
20151120,-0.012662885
20151121,0.0152475
20151122,-0.007310433
20151123,-0.004591114
20151124,-0.009286488
20151125,0.025496016
20151126,0.074555925
20151127,0.015197913
20151128,-0.001843369
20151129,0.038922156
20151130,0.016240674
20151201,-0.039303509
20151202,-0.009103699
20151203,0.005178318
20151204,0.00589946
20151205,0.07095655
20151206,-0.000437074
20151207,0.017387726
20151208,0.05061435
20151209,0.004812783
20151210,-0.00498132
20151211,0.087753923
20151212,-0.037482852
20151213,-0.002873563
20151214,0.02404611
20151215,0.047593318
20151216,-0.02232872
20151217,0.002527861
20151218,0.016532187
20151219,-0.002804021
20151220,-0.042459768
20151221,-0.009148614
20151222,-0.004719132
20151223,0.013354101
20151224,0.028458409
20151225,0.001450581
20151226,-0.084231318
20151227,0.013300741
20151228,-0.001277139
20151229,0.025338638
20151230,-0.0146889
20151231,0.009258825
20160101,0.00873261
20160102,-0.002049133
20160103,-0.007913437
20160104,0.007162624
20160105,-0.002609157
20160106,-0.006597833
20160107,0.067441915
20160108,-0.010522869
20160109,-0.012399885
20160110,0.000848953
20160111,0.000982165
20160112,-0.028410231
20160113,-0.007620097
20160114,-0.004764438
20160115,-0.153331319
20160116,0.063705981
20160117,-0.013521185
20160118,0.012738687
20160119,-0.01813157
20160120,0.105432066
20160121,-0.023725103
20160122,-0.067688783
20160123,0.013072237
20160124,0.039949418
20160125,-0.027892895
20160126,0.001072167
20160127,0.007191126
20160128,-0.03716738
20160129,-0.002156249
20160130,-0.00321501
20160131,-0.025062789
20160201,0.011633267
20160202,0.003725942
20160203,-0.012017626
20160204,0.053088255
20160205,-0.007803075
20160206,-0.025947484
20160207,0.00026559
20160208,-0.008416972
20160209,0.006908555
20160210,0.014945616
20160211,-0.005240404
20160212,0.012142763
20160213,0.019778275
20160214,0.039223192
20160215,-0.017287528
20160216,0.018241335
20160217,0.021669243
20160218,0.014532091
20160219,-0.003740796
20160220,0.038903016
20160221,0.003751487
20160222,-0.00239289
20160223,-0.038857796
20160224,0.01000618
20160225,-0.000964819
20160226,0.017925284
20160227,0.000856184
20160228,0.002265791
20160229,0.009688581
20160301,-0.005894448
20160302,-0.025579151
20160303,-0.005518998
20160304,-0.025400213
20160305,-0.025234827
20160306,0.0178246
20160307,0.016212504
20160308,-0.000844758
20160309,0.002149914
20160310,0.005471725
20160311,0.010931844
20160312,-0.023880101
20160313,0.005927797
20160314,0.005747959
20160315,0.000936509
20160316,0.000431831
20160317,0.008656867
20160318,-0.026318292
20160319,0.002173117
20160320,0.008064516
20160321,-0.001063444
20160322,0.011565169
20160323,-0.000119591
20160324,-0.003946991
20160325,0.00189726
20160326,0.001821756
20160327,0.021103508
20160328,-0.005928391
20160329,-0.018174104
20160330,-0.004081437
20160331,0.004604407
20160401,0.002951551
20160402,0.006962389
20160403,7.12809E-05
20160404,0.001282965
20160405,0.006145596
20160406,-0.001462161
20160407,-0.001558773
20160408,-0.005677114
20160409,-0.002236232
20160410,0.005126249
20160411,0.00218237
20160412,0.006414505
20160413,-0.003433759
20160414,0.001297996
20160415,0.012798152
20160416,0.00200135
20160417,-0.007362334
20160418,0.002784277
20160419,0.016145967
20160420,0.013501412
20160421,0.018215184
20160422,-0.0082104
20160423,0.01018531
20160424,0.018388558
20160425,0.006258723
20160426,0.01009904
20160427,-0.045913879
20160428,0.009714633
20160429,0.013563172
20160430,-0.014897825
20160501,0.007940757
20160502,-0.015955563
20160503,0.012661075
20160504,-0.007950255
20160505,0.002820559
20160506,0.025938658
20160507,-0.002306353
20160508,2.18083E-05
20160509,0.004208919
20160510,-0.020826095
20160511,0.004080818
20160512,0.004505997
20160513,0.001979022
20160514,0
20160515,0.004169684
20160516,-0.007452412
20160517,-0.00083671
20160518,0.001851117
20160519,-0.034996261
20160520,0.009049258
20160521,0.001152074
20160522,-0.008732146
20160523,0.010994264
20160524,0.00412023
20160525,0.008116956
20160526,0.008407473
20160527,0.044289558
20160528,0.119503232
20160529,-0.007188137
20160530,0.014499363
20160531,-0.004626681
20160601,0.010406669
20160602,0.001955599
20160603,0.058032976
20160604,0.006219364
20160605,0.003928553
20160606,0.018365856
20160607,-0.015267958
20160608,0.008740895
20160609,-0.012052128
20160610,0.004942311
20160611,0.050669299
20160612,0.108862262
20160613,0.046969292
20160614,-0.026718533
20160615,0.012996674
20160616,0.103445793
20160617,-0.022706216
20160618,0.009774205
20160619,0.009983735
20160620,-0.034761319
20160621,-0.095736744
20160622,-0.105797645
20160623,0.046735557
20160624,0.066220071
20160625,-0.000270555
20160626,-0.053749699
20160627,0.041152263
20160628,-0.012620752
20160629,-0.010989181
20160630,0.05227461
20160701,0.004395996
20160702,0.040514565
20160703,-0.064004547
20160704,0.03795585
20160705,-0.019059181
20160706,0.009990606
20160707,-0.054286684
20160708,0.040527039
20160709,-0.023345136
20160710,-0.002457908
20160711,-0.002617962
20160712,0.026078498
20160713,-0.015168159
20160714,0.005515914
20160715,0.007856188
20160716,-0.003739163
20160717,0.028285182
20160718,-0.009345657
20160719,-0.00037141
20160720,-0.010670868
20160721,-0.00100649
20160722,-0.021638772
20160723,0.007592758
20160724,0.008725365
20160725,-0.01085773
20160726,-0.003546858
20160727,0.003943048
20160728,0.001039199
20160729,0.002992229
20160730,-0.002952861
20160731,-0.046362873
20160801,-0.029471089
20160802,-0.096986491
20160803,0.034504174
20160804,0.021064341
20160805,-0.005620018
20160806,0.022154981
20160807,0.008353466
20160808,-0.002767045
20160809,-0.005498689
20160810,0.007315413
20160811,-0.005032934
20160812,-0.002648017
20160813,-0.003352849
20160814,-0.025820113
20160815,-0.005661998
20160816,0.017981807
20160817,-0.007308119
20160818,0.001918984
20160819,0.002280958
20160820,0.010544968
20160821,-0.000670449
20160822,0.009358174
20160823,-0.005692373
20160824,-0.005536415
20160825,-0.004171119
20160826,0.003271255
20160827,-0.016734236
20160828,0.006947978
20160829,0.000348487
20160830,0.005904792
20160831,-0.003515152
20160901,-0.005508541
20160902,0.005661366
20160903,0.039389095
20160904,0.017418632
20160905,-0.00335179
20160906,0.006346956
20160907,0.006716467
20160908,0.019168809
20160909,-0.005524333
20160910,0.001043573
20160911,-0.026928197
20160912,0.002505274
20160913,0.001644088
20160914,0.002363601
20160915,-0.005780441
20160916,-0.000296467
20160917,-0.001631053
20160918,0.006419354
20160919,-0.001049404
20160920,-0.001510103
20160921,-0.018345909
20160922,-0.001423428
20160923,0.010967634
20160924,-0.000348351
20160925,-0.002986907
20160926,0.012000067
20160927,-0.003075456
20160928,-0.002375571
20160929,0.001587485
20160930,0.006686589
20161001,0.006953784
20161002,-0.005032737
20161003,0.002029825
20161004,-0.003152925
20161005,0.003785644
20161006,0.000832639
20161007,0.006688199
20161008,0.003224656
20161009,-0.003811924
20161010,0.003631942
20161011,0.035671012
20161012,-0.007612273
20161013,0.000943114
20161014,0.005637651
20161015,-0.002701521
20161016,0.004666093
20161017,-0.003802815
20161018,-0.00192431
20161019,-0.011662173
20161020,0.000539237
20161021,0.003122721
20161022,0.038651771
20161023,-0.000334708
20161024,-0.005037515
20161025,0.005858419
20161026,0.031493788
20161027,0.014757482
20161028,0.001946797
20161029,0.03600377
20161030,-0.017663196
20161031,-0.001268059
20161101,0.041114456
20161102,0.015127639
20161103,-0.070367021
20161104,0.02111224
20161105,0.000255958
20161106,0.011515169
20161107,-0.011791657
20161108,0.009557265
20161109,0.018905403
20161110,-0.010701398
20161111,0.001229858
20161112,-0.015856842
20161113,-0.004283384
20161114,0.004259077
20161115,0.009361437
20161116,0.045782862
20161117,-0.004326794
20161118,0.014318875
20161119,3.99154E-05
20161120,-0.027394162
20161121,0.011244409
20161122,0.01636794
20161123,-0.008997138
20161124,-0.00577499
20161125,0.001837118
20161126,-0.008454123
20161127,-0.004555468
20161128,0.005163723
20161129,-0.0002854
20161130,0.013716694
20161201,0.014858721
20161202,0.027974153
20161203,-0.00872818
20161204,0.0035272
20161205,-0.019602776
20161206,0.007275603
20161207,0.005116328
20161208,0.003488993
20161209,0.002568726
20161210,0.002406863
20161211,-0.006351255
20161212,0.013459265
20161213,0.000602495
20161214,0.001178641
20161215,-0.004337923
20161216,0.008765053
20161217,0.007542266
20161218,-0.000379348
20161219,0.002757644
20161220,0.010306417
20161221,0.041704125
20161222,0.036270796
20161223,0.066439957
20161224,-0.025119851
20161225,-0.002937184
20161226,0.012754134
20161227,0.02819493
20161228,0.045777968
20161229,-0.002479711
20161230,-0.012593734
20161231,0.002600807
20170101,0.035891423
20170102,0.023459177
20170103,0.02161977
20170104,0.106232756
20170105,-0.122409568
20170106,-0.109712053
20170107,0.007082687
20170108,0.002872583
20170109,-0.009185689
20170110,0.005371997
20170111,-0.143134144
20170112,0.034805081
20170113,0.023793845
20170114,-0.006759873
20170115,0.004142178
20170116,0.011839864
20170117,0.091890852
20170118,-0.023481728
20170119,0.014042092
20170120,-0.004493532
20170121,0.029898439
20170122,0.003124356
20170123,-0.003958169
20170124,-0.030748852
20170125,0.009913856
20170126,0.017802871
20170127,0.002353993
20170128,0.002000544
20170129,-0.00226782
20170130,0.000957042
20170131,0.054347117
20170201,0.019187964
20170202,0.023032901
20170203,0.017898794
20170204,0.012612753
20170205,-0.014919935
20170206,0.01052232
20170207,0.022347445
20170208,0.001620578
20170209,-0.064614748
20170210,-0.005742272
20170211,0.015960836
20170212,-0.005246652
20170213,-0.008547009
20170214,0.014041428
20170215,0.002916729
20170216,0.019811808
20170217,0.018268707
20170218,0.007847373
20170219,-0.006211946
20170220,0.030643114
20170221,0.032704309
20170222,0.001918766
20170223,0.044100802
20170224,0.005965442
20170225,-0.025424306
20170226,0.01867394
20170227,0.012675935
20170228,0
20170301,0.036043289
20170302,0.023321063
20170303,0.019168512
20170304,-0.015560906
20170305,0.009536709
20170306,0.004506282
20170307,-0.038724732
20170308,-0.060104288
20170309,0.033469565
20170310,-0.060387551
20170311,0.0529318
20170312,0.038738593
20170313,0.008629583
20170314,0.006558867
20170315,0.00775
20170316,-0.04945543
20170317,-0.073732331
20170318,-0.114894158
20170319,0.06461153
20170320,0.016870189
20170321,0.062898988
20170322,-0.063719278
20170323,-0.010055855
20170324,-0.097314628
20170325,0.037609864
20170326,-0.006219289
20170327,0.081760161
20170328,0.001319602
20170329,-0.006856706
20170330,-0.013019606
20170331,0.044192005
20170401,0.008126592
20170402,0.02005553
20170403,0.037780016
20170404,-0.009232303
20170405,-0.007474079
20170406,0.051476733
20170407,-0.004887205
20170408,-0.000807205
20170409,0.010136485
20170410,-0.000622964
20170411,0.015061535
20170412,-0.00385059
20170413,-0.025900347
20170414,-0.001488095
20170415,0.004265378
20170416,0.008886842
20170417,0.009273505
20170418,0.014875493
20170419,-0.001138924
20170420,0.015525205
20170421,-0.005719725
20170422,0.00790475
20170423,-0.019891046
20170424,0.035569619
20170425,0.012270528
20170426,0.012319339
20170427,0.028608674
20170428,-0.000948601
20170429,0.004033483
20170430,0.019745951
20170501,0.054685471
20170502,0.021961171
20170503,0.025653557
20170504,0.031930957
20170505,0.011562949
20170506,0.015011733
20170507,0.011344059
20170508,0.079313088
20170509,0.018574288
20170510,0.018098852
20170511,0.034379144
20170512,-0.067257394
20170513,0.04678583
20170514,0.002216177
20170515,-0.03896269
20170516,-0.002289422
20170517,0.060330364
20170518,0.02694811
20170519,0.052450163
20170520,0.048809937
20170521,-0.020880402
20170522,0.064765824
20170523,0.067645164
20170524,0.053102456
20170525,-0.056743219
20170526,-0.044494963
20170527,-0.074259224
20170528,0.057350395
20170529,0.046298358
20170530,-0.035529192
20170531,0.050995877
20170601,0.053126954
20170602,0.0335025
20170603,0.010769324
20170604,-0.001407359
20170605,0.069670875
20170606,0.065650344
20170607,-0.045766974
20170608,0.026887152
20170609,0.006483415
20170610,0.04387689
20170611,0.003528163
20170612,-0.100902265
20170613,0.021578189
20170614,-0.077529794
20170615,-0.016673516
20170616,0.021902312
20170617,0.05452322
20170618,-0.040510113
20170619,0.016210871
20170620,0.051046494
20170621,-0.012010478
20170622,0.006065226
20170623,0.014600375
20170624,-0.04961547
20170625,-0.007402098
20170626,-0.04285146
20170627,0.029857371
20170628,0.008752375
20170629,-0.013775881
20170630,-0.023029788
20170701,-0.018659003
20170702,0.029541394
20170703,0.022976537
20170704,0.014656443
20170705,0.000134531
20170706,0.00252499
20170707,-0.034463459
20170708,0.020915884
20170709,-0.020572931
20170710,-0.057924747
20170711,-0.014655056
20170712,0.026114407
20170713,-0.017066582
20170714,-0.052826668
20170715,-0.104990731
20170716,-0.034539688
20170717,0.154724275
20170718,0.040598454
20170719,-0.019599979
20170720,0.23936079
20170721,-0.053180011
20170722,0.053363121
20170723,-0.028368895
20170724,0.008958394
20170725,-0.064751022
20170726,-0.018253586
20170727,0.056269149
20170728,0.051362762
20170729,-0.029391138
20170730,0.011271067
20170731,0.042855381
20170801,-0.054630061
20170802,-0.002792227
20170803,0.034699908
20170804,0.032502237
20170805,0.12328507
20170806,-0.011980042
20170807,0.051338855
20170808,0.012133983
20170809,-0.022652444
20170810,0.011611174
20170811,0.079656225
20170812,0.064123354
20170813,0.048536442
20170814,0.061834992
20170815,-0.033108831
20170816,0.046557451
20170817,-0.010268174
20170818,-0.039492669
20170819,0.007950738
20170820,-0.025285547
20170821,-0.021019361
20170822,0.024684262
20170823,0.012437447
20170824,0.044118781
20170825,0.008517353
20170826,-0.004391985
20170827,0.007003033
20170828,-5.01953E-05
20170829,0.044803841
20170830,-0.002996274
